State Code,County Name,County FIPS code,County Population (in 2012),County Income (in 2012),Agricultural Damage (%) (4 major crops),Mortality (deaths per 100k),Energy Expenditures (%),Labor Low-risk (%),Labor High-risk (%),Coastal damage (log10(% county income)),Property Crime (%),Violent Crime (%),Total damages (% county income)
AL,Marion County,1093,30516,27086,-34.99477768,27.31741714,12.68918228,-0.503852665,-2.100296021,-1.94008863,0.135188028,2.464997292,12.39900017
AL,Marshall County,1095,94303,30452,-21.25667572,19.1265831,11.94947243,-0.225265056,-1.543299794,-1.991273761,0.482435614,2.895047426,8.248700142
AL,Mobile County,1097,413960,33267,-6.851595879,32.89640808,11.80590534,-0.4235726,-1.98668921,-0.63791275,0.108623542,2.413881779,12.00899982
AL,Monroe County,1099,22609,29306,-9.894647598,33.564888,12.0119791,-0.438351959,-2.023040056,-0.583191812,0.113593549,2.390510082,13.28100014
AL,Montgomery County,1101,229430,39248,-22.69722176,29.73131943,11.99868584,-0.515578687,-2.120601177,-2.101378202,0.060745131,2.357745409,8.951999664
AL,Morgan County,1103,120060,33721,-37.17698288,26.3297596,12.51473141,-0.443920791,-1.98150301,-2.035589933,0.252091497,2.612795591,9.538100243
AL,Perry County,1105,10172,28208,-19.51980591,29.53249931,12.07042408,-0.428851068,-1.934934497,-1.957720637,0.174444631,2.527751207,12.89599991
AL,Pickens County,1107,19344,30118,-30.84887314,39.08919525,11.9781971,-0.516416311,-2.083043337,-1.986172915,0.092876755,2.423559427,14.25199986
AL,Pike County,1109,33128,33913,-4.507048607,25.30277252,11.38057899,-0.394442827,-1.976558805,-2.037724257,0.158603638,2.530690908,9.338299751
AL,Randolph County,1111,22657,28930,-52.63877106,19.41705704,11.09739017,-0.189812481,-1.473138094,-1.968694568,0.428186804,2.942321777,8.553999901
AL,Russell County,1113,57736,28491,-8.77803421,39.31985855,12.05603409,-0.492430657,-2.032170296,-1.960881948,0.065059669,2.427945614,15.28899956
AL,St. Clair County,1115,85165,31472,,20.34187698,11.87521172,-0.426826805,-1.929721355,-2.004939556,0.214733407,2.610029221,8.965100288
AL,Shelby County,1117,200960,44562,-9.759537697,17.68922806,12.19668007,-0.435828894,-1.915668726,-2.15619421,0.206876665,2.578483582,5.631899834
AL,Sumter County,1119,13411,28582,-59.88533783,34.17708588,11.9781971,-0.516416311,-2.083043337,-1.96343863,0.084800333,2.424499035,13.57499981
AL,Talladega County,1121,81858,29594,-21.95863152,23.72070694,11.87521172,-0.426826805,-1.929721355,-1.977724671,0.19204694,2.604513884,10.09300041
AL,Tallapoosa County,1123,41156,33727,2.044188976,30.97091866,11.641222,-0.39706549,-1.879174232,-2.035200834,0.196087703,2.583214521,11.56599998
AL,Tuscaloosa County,1125,198640,34248,-35.39926529,29.45314598,12.46886444,-0.546263933,-2.122487545,-2.041713476,0.022348616,2.340049505,10.54599953
AL,Walker County,1127,66125,35715,,36.41363907,12.02554226,-0.440083891,-1.903071642,-2.05934906,0.198800653,2.585908175,11.75399971
AL,Washington County,1129,17088,31743,-17.74577904,31.80301285,12.06669998,-0.378805727,-1.937922955,-0.617067873,0.154887855,2.502126932,11.70499992
AL,Wilcox County,1131,11386,25746,-18.60801125,36.87494278,12.16900063,-0.469561666,-2.082331896,-1.91805315,0.117541537,2.459612846,16.65999985
AL,Winston County,1133,24185,27993,,36.009655,12.69376278,-0.461077273,-1.963702679,-1.954395056,0.224786624,2.578812599,14.71199989
AK,Aleutians East Borough,2013,3320,33000,,-10.96939182,-3.27126193,0.0802669,-0.064332113,,2.880043745,3.554442167,-3.370699883
AK,Aleutians West Census Area,2016,5671,49244,,-15.95284939,-4.302030563,0.070695631,-0.303672284,,4.36045599,5.00464344,-2.614200115
AK,Anchorage Municipality,2020,298630,59575,,-19.01229858,-3.098827839,-0.087852143,-0.359722733,,3.092337132,4.645769119,-2.566900015
AK,Bethel Census Area,2050,17687,36331,,-25.6433239,-4.042944431,-0.164733425,-0.494090289,,3.899687052,4.521978855,-6.503900051
AK,Bristol Bay Borough,2060,984,52623,,-24.17383194,-3.507816315,-0.069744192,-0.20775415,,2.793152571,4.075349331,-4.231800079
AK,Denali Borough,2068,1906,58082,,-10.95755672,-2.898090363,-0.119922914,-0.515493155,,3.487024307,4.942640781,-1.571200013
AK,Dillingham Census Area,2070,4968,45598,,-24.44576645,-3.507816315,-0.069744192,-0.20775415,,2.777300358,4.0806036,-4.865499973
AK,Fairbanks North Star Borough,2090,100230,50997,,-12.50799179,-2.700377703,-0.14212881,-0.502670884,,3.094101191,3.875946999,-1.960500002
AK,Haines Borough,2100,2572,74754,,-22.32201385,-3.029932499,0.002201019,-0.045493681,,2.341918707,4.232867718,-2.770699978
AK,Hoonah-Angoon Census Area,2105,2141,42981,,-26.4390049,-3.029932499,0.002201019,-0.045493681,,2.341918707,4.232867718,-5.011300087
AK,Juneau City and Borough,2110,32411,56162,,-14.79357624,-3.029932499,0.002201019,-0.045493681,,2.341918707,4.232867718,-2.501899958
AK,Kenai Peninsula Borough,2122,56958,47731,,-25.08424377,-3.147944927,-0.016220447,-0.312277287,,2.924117088,4.484535694,-4.114299774
AK,Ketchikan Gateway Borough,2130,13709,56342,,-18.97030449,-2.306812763,-0.028493408,0.34174192,,1.495034456,3.344663382,-3.11590004
AK,Kodiak Island Borough,2150,14075,52751,,-15.83938599,-3.294948816,0.012218863,0.059535909,,2.425363302,3.731735706,-2.854099989
AK,Lake and Peninsula Borough,2164,1643,46067,,-35.80309677,-3.507816315,-0.069744192,-0.20775415,,2.793152571,4.075349331,-7.23239994
AK,Matanuska-Susitna Borough,2170,93798,42789,,-21.41337204,-2.898090363,-0.119922914,-0.515493155,,3.487024307,4.942640781,-4.208899975
AK,Nome Census Area,2180,9873,42088,,-38.21257401,-5.007131577,-0.246315837,-0.711381197,,5.566915989,4.871507645,-8.283699989
AK,North Slope Borough,2185,9655,32361,,-17.20585823,-3.539851665,-0.161745727,-0.55658108,,3.780638695,3.948359013,-4.411399841
AK,Northwest Arctic Borough,2188,7709,41740,,-31.5844326,-5.007131577,-0.246315837,-0.711381197,,5.566915989,4.871507645,-7.184700012
AK,Petersburg Census Area,2195,3853,50923,,-24.43441582,-2.617942572,0.020188933,0.170826659,,1.831612945,3.669185162,-4.023300171
AK,Prince of Wales-Hyder Census Area,2198,5774,34723,,-24.43441582,-2.617942572,0.020188933,0.170826659,,1.831612945,3.669185162,-5.910200119
AK,Sitka City and Borough,2220,9060,54986,,-19.20781326,-2.833834648,-0.001037259,0.385354787,,1.707927465,3.238421202,-3.318599939
AK,Skagway Municipality,2230,994,70096,,-26.4390049,-3.029932499,0.002201019,-0.045493681,,2.341918707,4.232867718,-3.111000061
AK,Southeast Fairbanks Census Area,2240,7149,37988,,-15.71066475,-3.271659136,-0.120765999,-0.430860311,,2.592035055,3.371001482,-3.460400105
AK,Valdez-Cordova Census Area,2261,9736,55072,,-17.16183281,-3.475496292,-0.097686738,-0.306665957,,2.692560673,3.78957653,-2.640300035
AK,Wade Hampton Census Area,2270,7795,27588,,-28.99326134,-4.042944431,-0.164733425,-0.494090289,,3.899687052,4.521978855,-9.866200447
AK,Wrangell City and Borough,2275,2398,39936,,-24.43441582,-2.617942572,0.020188933,0.170826659,,1.831612945,3.669185162,-4.850800037
AK,Yakutat City and Borough,2282,651,43300,,-21.18337059,-3.34040904,-0.00901202,0.065145567,,2.309956789,3.963971615,-4.474199772
AK,Yukon-Koyukuk Census Area,2290,5731,52686,,-27.06477928,-3.505564213,-0.151238084,-0.569506764,,3.604314566,4.004961967,-4.320400238
AZ,Apache County,4001,72911,26689,,-8.106179237,2.466659307,-0.262925386,-1.562131286,,0.816160977,3.541383028,-0.110569999
AZ,Cochise County,4003,131920,35468,-19.61694908,25.08315849,16.09850502,-0.549028873,-2.319714546,,0.058185682,2.887948751,8.522100449
AZ,Coconino County,4005,135950,36622,,-6.908559322,0.463095576,-0.120344125,-1.056715012,,0.935028851,3.550925493,-0.265329987
AZ,Gila County,4007,53027,32666,,47.16389465,16.88010979,-0.438110292,-1.715575457,,-0.094835356,2.034228325,15.13899994
AZ,Graham County,4009,36945,26228,-46.37860107,25.16346931,13.3472805,-0.589148879,-2.28096652,,-0.162823558,2.27041316,11.28999996
AZ,Greenlee County,4011,8775,33982,,2.811711788,7.792053223,-0.504623711,-2.200202942,,0.141069129,3.072392702,3.541500092
AZ,La Paz County,4012,20289,28344,-33.58069611,34.56888962,17.9128418,-0.295312077,-1.430560112,,-0.054470848,1.79525423,12.59200001
AZ,Maricopa County,4013,3942900,40424,-50.96146393,27.45408821,18.55491066,-0.323160738,-1.599049091,,-0.120683476,1.800856352,7.761799812
AZ,Mohave County,4015,203170,26320,-69.7159729,41.22257233,16.42143631,-0.353932649,-1.478878975,,-0.024942428,1.95225656,16.9489994
AZ,Navajo County,4017,106970,26010,,5.925505638,10.30636024,-0.492070109,-1.987160921,,0.320980281,2.988331079,5.611899853
AZ,Pima County,4019,993090,35838,-32.78178787,31.3059864,13.61440086,-0.549265504,-2.274718046,,-0.209245324,2.202141047,9.580200195
AZ,Pinal County,4021,388110,24151,-50.66027069,26.89216042,17.24059486,-0.330115199,-1.567158818,,-0.113657095,1.786964774,12.21399975
AZ,Santa Cruz County,4023,47433,28640,,10.82183456,11.45577908,-0.602951646,-2.484504223,,-0.113887481,2.590560675,7.189099789
AZ,Yavapai County,4025,212510,31016,,5.517410278,10.18120956,-0.344678164,-1.598870158,,0.419458896,3.208229542,4.104499817
AZ,Yuma County,4027,202260,27617,2.255764484,22.98869705,17.66699791,-0.291077703,-1.482133865,,-0.121994235,1.692945242,9.457799911
AR,Arkansas County,5001,18994,38665,-41.80132294,38.32194138,14.10312462,-0.473458707,-2.02963233,,0.204364613,2.533731222,10.45899963
AR,Ashley County,5003,21497,31962,-25.34241486,32.38134384,13.41314125,-0.467200965,-2.051691771,,0.139141083,2.482528448,11.11999989
AR,Baxter County,5005,41077,31865,,25.37678719,14.0392704,-0.349262059,-1.803219199,,0.412121087,2.88319993,9.387599945
AR,Benton County,5007,232740,67832,,15.77940369,14.80624199,-0.362528354,-1.759477258,,0.399120331,2.906920433,3.409300089
AR,Boone County,5009,37333,30599,,14.24389553,12.71448326,-0.253529102,-1.555006742,,0.636256874,3.194043875,6.56069994
AR,Bradley County,5011,11298,30220,,38.60796738,13.79749584,-0.431836665,-1.994744778,,0.191252813,2.600530386,14.36200047
AR,Calhoun County,5013,5299,28148,,27.14450836,13.47035599,-0.406221658,-1.905564547,,0.21022439,2.625678539,11.97900009
AR,Carroll County,5015,27598,26881,,20.31584358,14.32524586,-0.245992303,-1.515069008,,0.592689395,3.208115339,9.331199646
AR,Chicot County,5017,11458,32872,-48.2064209,48.84508896,14.63288784,-0.540419281,-2.18654871,,-0.050133556,2.159489155,14.63799953
AR,Clark County,5019,22822,29732,-45.77814865,28.85783005,14.16089821,-0.423173398,-1.978035569,,0.211314231,2.60777998,11.75800037
AR,Clay County,5021,15580,32818,-37.12250137,33.59759521,13.77161789,-0.362402469,-1.857004523,,0.440097541,2.815788746,10.84000015
AR,Cleburne County,5023,25778,32806,,27.6683979,13.46817493,-0.358408004,-1.779642224,,0.369350255,2.844544649,9.860600471
AR,Cleveland County,5025,8615,29948,,26.02311134,13.47035599,-0.406221658,-1.905564547,,0.21022439,2.625678539,11.02499962
AR,Columbia County,5027,24401,32972,,37.14305878,14.13312817,-0.450632602,-2.042071104,,0.142306328,2.52325058,12.53999996
AR,Conway County,5029,21216,33104,-41.00072098,32.31275177,14.77643967,-0.451062888,-1.979927659,,0.181832403,2.556015015,10.58600044
AR,Craighead County,5031,99903,32697,-21.88173103,20.53774834,13.72935581,-0.389463425,-1.870157003,,0.385106385,2.723473787,7.352200031
AR,Crawford County,5033,61933,28899,-43.68476105,26.13498116,14.11361885,-0.422076285,-1.910259843,,0.244702309,2.613699675,9.866700172
AR,Crittenden County,5035,50070,31193,-37.63996887,28.42947197,13.84214497,-0.42190814,-1.978905201,,0.320897073,2.657212019,10.3409996
AR,Cross County,5037,17654,32608,-43.30231857,27.49429131,14.13054657,-0.379612178,-1.889305234,,0.38289541,2.747977257,9.238900185
AR,Dallas County,5039,7965,28605,,34.39011383,13.47035599,-0.406221658,-1.905564547,,0.21022439,2.625678539,14.07699966
AR,Desha County,5041,12574,36712,-33.34620667,38.26024246,14.27554226,-0.479459852,-2.09906745,,0.181481749,2.494676352,11.12800026
AR,Drew County,5043,18775,32962,-32.57869339,32.56195831,14.46633625,-0.479468584,-2.099453449,,0.140847221,2.492364407,10.80900002
AR,Faulkner County,5045,118530,32391,-39.34768295,21.76417542,14.82399368,-0.422798455,-1.904397607,,0.265168369,2.642404318,7.83920002
AR,Franklin County,5047,17942,27563,-50.90269852,28.7642498,14.29493713,-0.391027123,-1.798901916,,0.311681211,2.683644056,11.72399998
AR,Fulton County,5049,12241,24854,,21.38822746,13.13780403,-0.30720976,-1.726849437,,0.486958295,2.971189022,10.86400032
AR,Garland County,5051,96837,34993,,38.55040359,14.49120522,-0.410343289,-1.806627274,,0.229887217,2.611828804,12.10999966
AR,Grant County,5053,18035,32722,,26.49815178,13.79138851,-0.448690444,-2.027049065,,0.175581887,2.554134607,10.20100021
AR,Greene County,5055,43158,29556,-35.00908661,25.89059639,13.79319859,-0.344957143,-1.859545588,,0.459175169,2.810594797,9.947899818
AR,Hempstead County,5057,22325,28373,,32.16854477,14.3086462,-0.472004354,-2.021302462,,0.120496176,2.494516373,13.04500008
AR,Hot Spring County,5059,33386,27005,-54.36476898,30.28637123,14.49120522,-0.410343289,-1.806627274,,0.229887217,2.611828804,13.55200005
AR,Howard County,5061,13710,27412,,41.08601379,14.6634531,-0.478121996,-2.010492325,,0.093971238,2.483387232,16.52499962
AR,Independence County,5063,36905,30814,-34.72615051,19.98897934,13.45152855,-0.294524521,-1.670988798,,0.516639352,2.968631268,7.512700081
AR,Izard County,5065,13506,26747,,21.89503288,14.0392704,-0.349262059,-1.803219199,,0.409547657,2.880213261,10.78999996
AR,Jackson County,5067,17640,27426,-45.71405411,33.21910477,13.8829689,-0.364001364,-1.814954162,,0.415087521,2.774690866,12.69900036
AR,Jefferson County,5069,74580,30850,-31.37799263,32.41924667,14.5412426,-0.385466248,-1.997072101,,0.279218167,2.752951622,11.90200043
AR,Johnson County,5071,25864,24180,-40.75830078,26.19462204,14.29493713,-0.391027123,-1.798901916,,0.326345444,2.667665958,12.01599979
AR,Lafayette County,5073,7431,30599,-27.62335396,41.66806793,14.13312817,-0.450632602,-2.042071104,,0.142306328,2.52325058,13.53899956
AR,Lawrence County,5075,17039,27764,-41.54811859,30.44981575,13.46809578,-0.354192615,-1.813315868,,0.422696531,2.8169384,11.35599995
AR,Lee County,5077,10190,27774,-34.16563797,34.79821777,14.29282093,-0.437199086,-2.006019354,,0.275948048,2.602822065,13.29500008
AR,Lincoln County,5079,14149,23053,-31.31304169,28.93622208,14.53474331,-0.476883262,-2.100331783,,0.173009902,2.523994684,13.93799973
AR,Little River County,5081,12905,29972,-32.61012268,41.30897903,14.33757687,-0.469552994,-2.016743422,,0.109073423,2.518376589,14.29100037
AR,Logan County,5083,22005,30362,-40.47621155,31.25371552,14.29493713,-0.391027123,-1.798901916,,0.326345444,2.667665958,11.13899994
AR,Lonoke County,5085,70087,33908,-34.14754868,25.25897789,14.5412426,-0.385466248,-1.997072101,,0.285974473,2.750555754,8.718500137
AR,Madison County,5087,15636,27664,,20.73687744,14.32524586,-0.245992303,-1.515069008,,0.595889211,3.186146736,9.079799652
AR,Marion County,5089,16595,25185,,15.08390903,12.71448326,-0.253529102,-1.555006742,,0.653709829,3.169329166,8.270000458
AR,Miller County,5091,43617,31598,-46.46486664,32.11199951,14.33757687,-0.469552994,-2.016743422,,0.10252399,2.517829657,11.24300003
AR,Mississippi County,5093,45550,30359,-30.17613792,32.80543137,14.05086517,-0.417871505,-1.960764527,,0.358207017,2.621170759,11.76900005
AR,Monroe County,5095,7840,33799,-40.7701683,40.71422958,14.10312462,-0.473458707,-2.02963233,,0.222834408,2.515690327,12.79699993
AR,Montgomery County,5097,9315,25138,,24.4081974,13.95958328,-0.336003065,-1.763418198,,0.348558962,2.869303703,12.08199978
AR,Nevada County,5099,8903,31424,,33.74519348,14.16089821,-0.423173398,-1.978035569,,0.211314231,2.60777998,12.24400043
AR,Newton County,5101,8084,24171,,10.42404842,12.03634548,-0.108513378,-0.919124186,,0.921243846,3.520869732,5.875999928
AR,Ouachita County,5103,25411,31180,,41.01185226,13.65546894,-0.462766826,-2.072002411,,0.094107635,2.430415392,14.29699993
AR,Perry County,5105,10326,30576,-26.71755791,25.57826805,13.72747612,-0.316752434,-1.733893871,,0.377819031,2.856510878,9.037199974
AR,Phillips County,5107,20772,28907,-36.39955139,38.87149429,14.29282093,-0.437199086,-2.006019354,,0.275948048,2.602822065,14.38500023
AR,Pike County,5109,11266,26721,,40.11146545,14.6634531,-0.478121996,-2.010492325,,0.100458525,2.481746197,16.62899971
AR,Poinsett County,5111,24325,28809,-29.5816555,28.88057518,13.72935581,-0.389463425,-1.870157003,,0.385106385,2.723473787,11.46199989
AR,Polk County,5113,20440,26102,,28.34333992,14.54590702,-0.409251511,-1.899355888,,0.292634755,2.751923323,13.47099972
AR,Pope County,5115,62717,30386,-38.45758057,25.45489311,14.77643967,-0.451062888,-1.979927659,,0.189598054,2.544993162,9.272500038
AR,Prairie County,5117,8446,30311,-45.58809662,36.4504776,14.10312462,-0.473458707,-2.02963233,,0.222834408,2.515690327,12.63899994
AR,Pulaski County,5119,389060,46593,-39.73083496,27.77726555,14.82399368,-0.422798455,-1.904397607,,0.257354945,2.63018322,6.531599998
AR,Randolph County,5121,17851,27163,-47.6977005,28.17965508,13.46809578,-0.354192615,-1.813315868,,0.422696531,2.8169384,11.87899971
AR,St. Francis County,5123,27883,24195,-32.74754715,26.23981285,14.13054657,-0.379612178,-1.889305234,,0.38289541,2.747977257,11.92700005
AR,Saline County,5125,111670,34956,,19.04737854,13.72747612,-0.316752434,-1.733893871,,0.377878815,2.839263201,7.320600033
AR,Scott County,5127,11007,24604,,25.35058022,14.54590702,-0.409251511,-1.899355888,,0.29358384,2.749472618,12.49800014
AR,Searcy County,5129,7995,26075,,24.69830513,13.7836647,-0.34856075,-1.775265098,,0.371402025,2.857832193,10.91300011
AR,Sebastian County,5131,127370,35948,-39.68974686,27.51179886,14.11361885,-0.422076285,-1.910259843,,0.259005755,2.59787631,8.076000214
AR,Sevier County,5133,17174,23646,,27.98246956,14.17058277,-0.445615917,-1.96259892,,0.172307432,2.669937611,14.18900013
AR,Sharp County,5135,17053,26745,,22.97769547,13.13780403,-0.30720976,-1.726849437,,0.486958295,2.971189022,10.69799995
AR,Stone County,5137,12628,25217,,18.86984634,14.0392704,-0.349262059,-1.803219199,,0.409547657,2.880213261,10.14999962
AR,Union County,5139,40904,45820,,41.87996674,14.23221493,-0.477288485,-2.082249165,,0.103368342,2.480093479,10.54300022
AR,Van Buren County,5141,17155,26891,,26.09400368,13.7836647,-0.34856075,-1.775265098,,0.369992077,2.86096096,11.33899975
AR,Washington County,5143,211730,32974,,10.80718613,13.44423103,-0.284828007,-1.598683596,,0.546738565,3.115057945,5.033400059
AR,White County,5145,78652,31061,-43.92308426,26.11210823,14.09415627,-0.430577844,-1.908871293,,0.235379696,2.576939821,9.275600433
AR,Woodruff County,5147,7071,34329,-45.9877243,44.01316071,14.55567932,-0.424038351,-1.979067326,,0.277391106,2.613750219,13.13500023
AR,Yell County,5149,21811,26826,-44.5577774,30.84307289,14.59292793,-0.404091924,-1.795278549,,0.256832838,2.546818733,12.41899967
CA,Alameda County,6001,1556200,51746,25.534235,4.850970745,3.211860418,-0.290244997,-1.074224353,,0.22852242,2.465045691,1.377799988
CA,Alpine County,6003,1127,59518,,-13.54347134,-1.429225445,-0.026812436,-0.245265588,,1.242194772,3.517534494,-1.346300006
CA,Amador County,6005,37072,36704,-23.15556908,16.6266613,8.72851181,-0.432441503,-1.439613938,,0.131819755,2.386262178,5.429599762
CA,Butte County,6007,221280,34630,17.22612572,18.60763931,8.807598114,-0.415218472,-1.42950201,,0.222658977,2.647696018,6.124700069
CA,Calaveras County,6009,44774,39626,,-13.57184792,0.33495611,-0.040533237,-0.405269146,,1.140941381,3.260921001,-1.927800059
CA,Colusa County,6011,21397,40871,11.91264725,12.5126276,9.347704887,-0.442660391,-1.584548235,,0.069642559,2.409318447,3.768300056
CA,Contra Costa County,6013,1079400,61290,9.735039711,0.434894115,-0.539015472,-0.2887474,-1.138204813,,0.224481866,2.509754658,0.490759999
CA,Del Norte County,6015,28226,28037,,-19.88660812,-1.998416185,-0.144255266,0.039675012,,0.653424025,2.848015785,-4.859899998
